Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Treadmill Running,2024-07-05 17:10:49,false,"Anaerobic","8.67","526","00:50:02","140","171","3.0","149","198","5:46","3:09","--","--","1.12","9.0","9.9","261","49.4% L / 50.6% R","--","306","0.0","258","493","7,294","--","No","00:00:01.0","20","--","30","15","39","00:49:03","00:50:02","--","--"
Treadmill Running,2024-07-04 16:58:02,false,"Base","8.68","545","00:43:22","148","162","3.2","162","191","5:00","3:20","--","--","1.33","9.2","12.6","230","49.4% L / 50.6% R","--","347","0.0","342","483","6,952","--","No","00:00:19.0","11","--","26","16","41","00:42:52","00:43:22","--","--"
Running,2024-07-03 13:06:08,false,"Sydney - Threshold","10.03","635","00:48:41","154","181","3.7","158","187","4:51","3:26","56","58","1.30","7.9","10.5","231","48.5% L / 51.5% R","4:49","338","0.0","311","473","7,560","18.0","No","00:00:15.8","13","26.0","35","13","47","00:47:32","00:48:41","46","58"
Running,2024-07-01 16:21:17,false,"Sydney - Base","10.03","633","00:50:05","147","165","3.3","165","175","5:00","4:19","67","66","1.22","8.9","11.1","235","49.5% L / 50.5% R","4:59","329","0.0","324","465","8,172","15.0","No","00:00:22.5","11","24.0","32","13","41","00:50:02","00:50:11","42","56"
Running,2024-06-29 09:35:41,false,"Sydney - Sprint","7.21","480","00:42:51","141","173","2.9","151","240","5:57","2:01","32","34","1.10","8.9","9.7","263","49.6% L / 50.4% R","5:56","292","0.0","254","610","6,362","15.0","No","00:00:08.1","17","24.0","31","19","39","00:42:29","00:42:51","47","57"
Running,2024-06-28 12:27:22,false,"Sydney - Anaerobic","6.61","429","00:39:21","137","172","2.9","147","191","5:57","2:35","41","41","1.12","8.5","9.2","267","49.0% L / 51.0% R","5:54","305","0.0","255","581","5,654","23.0","No","00:00:40","17","26.0","31","20","41","00:39:10","00:39:21","43","58"
Running,2024-06-27 16:02:18,false,"Sydney - Base","7.98","501","00:39:25","146","157","3.2","163","167","4:57","4:32","49","52","1.25","9.1","11.6","235","49.3% L / 50.7% R","4:56","330","0.0","327","396","6,372","19.0","No","00:00:25.1","9","27.0","30","15","40","00:39:22","00:39:25","43","55"
Running,2024-06-26 16:45:02,false,"Sydney - Threshold","5.92","371","00:27:00","155","170","3.4","163","169","4:33","3:48","33","38","1.36","8.4","11.7","230","49.0% L / 51.0% R","4:33","356","0.0","349","472","4,350","18.0","No","00:00:14.5","8","26.0","34","21","46","00:26:54","00:27:00","43","55"
Running,2024-06-24 16:42:46,false,"Sydney Running","5.01","310","00:24:16","141","150","2.9","163","169","4:51","4:20","29","34","1.26","8.3","10.5","259","--","4:51","329","0.0","325","425","3,944","19.0","No","00:00:02.5","6","25.0","--","--","--","00:24:11","00:24:16","41","56"
Running,2024-06-23 12:03:36,false,"Sydney - Anaerobic","8.07","533","00:47:03","142","172","3.1","149","188","5:50","2:42","52","41","1.12","9.1","10.0","257","49.7% L / 50.3% R","5:48","310","0.0","269","593","6,820","19.0","No","00:00:02.0","21","22.0","31","17","42","00:46:59","00:47:03","46","58"
Treadmill Running,2024-06-22 17:15:52,false,"Treadmill Running","10.01","621","00:55:41","137","148","3.0","153","230","5:34","4:00","--","--","1.11","9.2","10.2","283","--","--","265","0.0","256","420","8,466","--","No","00:01:19.4","10","--","--","--","--","00:53:16","00:55:41","--","--"
Treadmill Running,2024-06-21 13:38:50,false,"Treadmill Running","5.03","297","00:27:21","131","148","2.4","157","228","5:26","5:20","--","--","1.10","9.2","10.1","281","--","--","267","0.0","264","304","4,294","--","No","00:03:52.8","5","--","--","--","--","00:26:55","00:27:21","--","--"
Running,2024-06-20 16:23:08,false,"Sydney - Threshold","9.42","592","00:44:49","153","173","3.9","160","172","4:45","3:21","73","71","1.32","8.4","11.2","235","49.3% L / 50.7% R","4:44","348","0.0","333","452","7,088","16.0","No","00:03:57.7","10","23.0","37","18","48","00:44:36","00:44:49","41","56"
Treadmill Running,2024-06-19 21:15:28,false,"Treadmill Running","4.60","295","00:29:38","127","144","2.2","147","195","6:27","4:35","--","--","1.09","9.2","10.0","283","--","--","256","0.0","239","356","4,324","--","No","00:03:26.6","5","--","--","--","--","00:26:54","00:31:35","--","--"
Track Running,2024-06-18 11:24:19,false,"Sydney Track Running","450","20","00:01:39.1","134","148","0.5","157","172","3:40","3:27","1","3","1.64","6.9","11.3","220","--","--","418","0.0","398","482","276","--","No","00:01:39.1","1","--","--","--","--","00:01:39","00:01:39.1","31","34"
Running,2024-06-17 16:29:02,false,"Sydney - Sprint","7.41","505","00:47:00","141","172","3.0","142","236","6:21","2:11","43","44","1.08","9.2","9.6","271","49.5% L / 50.5% R","6:18","302","0.0","249","768","6,508","--","No","00:00:15","22","--","32","19","41","00:46:23","00:47:00","43","56"
Treadmill Running,2024-06-16 19:40:09,false,"Base","7.62","444","00:41:08","135","150","2.9","152","240","5:24","5:26","--","--","1.04","9.4","9.7","289","--","--","248","0.0","237","291","6,204","--","No","00:02:07.7","7","--","--","--","--","00:40:03","00:41:08","--","--"
Treadmill Running,2024-06-14 13:51:01,false,"Treadmill Running","3.01","228","00:25:02","124","147","2.1","133","240","8:20","4:00","--","--","1.01","9.1","8.7","291","--","--","231","0.0","180","400","3,420","--","No","00:00:03.3","4","--","--","--","--","00:21:24","00:25:02","--","--"
Running,2024-06-13 15:39:52,false,"Sydney Running","21.16","1,315","01:53:18","143","158","4.0","160","176","5:21","4:05","154","154","1.17","9.3","11.1","242","49.6% L / 50.4% R","5:20","312","0.0","302","464","17,970","--","No","00:00:47.8","22","--","30","16","42","01:52:33","01:53:18","41","58"
Running,2024-06-12 18:42:11,false,"Sydney Running","1.20","79","00:06:49.7","132","141","1.4","140","167","5:40","3:38","14","9","1.25","8.4","10.4","268","--","5:25","330","0.0","292","497","986","--","No","00:01:17.8","2","--","--","--","--","00:06:20","00:06:49.7","41","56"
Running,2024-06-11 16:22:20,false,"Sydney Running","10.34","663","00:53:25","149","169","3.5","160","178","5:10","3:50","107","108","1.21","9.0","11.2","243","49.3% L / 50.7% R","5:07","329","0.0","316","467","8,462","--","No","00:01:43.5","11","--","32","18","44","00:53:14","00:53:25","45","78"
Running,2024-06-10 16:28:45,false,"Sydney Running","6.62","428","00:33:25","150","173","3.2","152","171","5:03","3:33","42","41","1.33","8.3","11.0","239","49.0% L / 51.0% R","4:51","351","0.0","320","546","5,090","--","No","00:02:58.2","7","--","35","19","47","00:33:12","00:33:25","44","55"
Treadmill Running,2024-06-09 18:36:40,false,"Threshold","9.40","547","00:50:08","140","164","3.1","145","240","5:20","4:01","--","--","1.15","9.9","11.5","251","49.6% L / 50.4% R","--","297","0.0","266","403","7,164","--","No","00:00:08.4","16","--","32","14","48","00:46:59","00:50:08","--","--"
Running,2024-06-08 16:08:21,false,"Sydney - Threshold","8.60","559","00:43:23","150","164","3.4","154","226","5:03","3:36","77","77","1.30","8.7","11.5","240","49.3% L / 50.7% R","4:58","342","0.0","324","481","6,564","--","No","00:01:05.2","10","--","32","13","43","00:42:23","00:43:23","45","66"
Treadmill Running,2024-06-07 13:31:36,false,"Treadmill Running","5.05","255","00:27:01","125","138","2.0","152","243","5:21","5:14","--","--","1.08","9.2","9.7","282","--","--","262","0.0","249","313","3,780","--","No","00:02:15","5","--","--","--","--","00:26:21","00:27:01","--","--"
Treadmill Running,2024-06-06 18:19:08,false,"Base","6.77","469","00:42:13","136","146","2.6","153","162","6:14","5:29","--","--","1.06","9.4","9.9","289","--","--","254","0.0","248","295","6,406","--","No","00:00:12.8","8","--","--","--","--","00:41:14","00:42:13","--","--"
Treadmill Running,2024-06-05 21:07:02,false,"Threshold","10.02","570","00:52:29","141","165","3.2","151","183","5:14","4:14","--","--","1.14","9.4","10.9","252","49.8% L / 50.2% R","--","302","0.0","272","427","7,826","--","No","00:00:38.5","12","--","31","12","42","00:51:09","00:52:29","--","--"
Running,2024-06-03 16:29:15,false,"Sydney - Anaerobic","8.26","543","00:48:57","141","172","3.1","146","181","5:55","2:53","66","64","1.14","8.9","9.8","264","49.6% L / 50.4% R","5:53","307","0.0","264","539","6,980","--","No","00:01:00","19","--","31","20","41","00:48:54","00:48:57","43","57"
Treadmill Running,2024-06-01 17:12:04,false,"Base","7.56","435","00:42:08","137","160","2.7","153","231","5:34","4:00","--","--","1.05","9.4","9.6","285","--","--","250","0.0","239","413","6,446","--","No","00:00:08.5","8","--","--","--","--","00:40:55","00:42:08","--","--"
Treadmill Running,2024-05-31 13:17:58,false,"Base","7.62","437","00:42:03","132","148","2.5","150","240","5:31","4:13","--","--","1.06","9.4","9.7","286","--","--","249","0.0","233","394","6,324","--","No","00:00:02.8","8","--","--","--","--","00:39:47","00:42:03","--","--"
Running,2024-05-30 16:24:31,false,"Sydney - Threshold","8.65","562","00:46:07","148","170","3.3","153","184","5:20","3:53","70","70","1.22","9.0","11.2","247","49.7% L / 50.3% R","5:14","338","0.0","308","477","7,004","--","No","00:00:52.3","12","--","33","21","44","00:45:55","00:46:07","43","57"
Running,2024-05-28 16:10:37,false,"Sydney - Anaerobic","7.96","524","00:46:53","140","172","3.0","145","193","5:53","2:40","49","48","1.15","8.8","9.8","267","49.6% L / 50.4% R","5:50","306","0.0","259","570","6,662","--","No","00:00:40","22","--","31","19","42","00:46:16","00:46:53","43","56"
Treadmill Running,2024-05-26 22:04:02,false,"Recovery","5.33","328","00:30:03","132","146","2.3","153","163","5:38","5:21","--","--","1.07","9.5","9.8","290","--","--","254","0.0","244","302","4,562","--","No","00:00:03.5","6","--","--","--","--","00:29:27","00:30:03","--","--"
Running,2024-05-25 16:04:48,false,"Sydney - Tempo","11.97","751","01:01:03","146","166","3.6","155","172","5:06","3:45","105","103","1.26","8.7","11.1","238","49.5% L / 50.5% R","5:04","340","0.0","314","477","9,344","--","No","00:00:03.2","16","--","31","15","41","01:00:55","01:01:03","42","64"
Treadmill Running,2024-05-24 13:16:56,false,"Base","7.40","495","00:42:05","141","154","3.0","152","240","5:41","4:01","--","--","1.09","9.1","9.9","278","--","--","263","0.0","248","412","6,324","--","No","00:00:04.6","8","--","--","--","--","00:39:14","00:42:05","--","--"
Treadmill Running,2024-05-23 21:57:15,false,"Recovery","5.32","285","00:30:05","124","136","1.9","157","167","5:39","5:26","--","--","1.07","9.3","10.0","285","--","--","260","0.0","259","298","4,720","--","No","00:00:04.6","7","--","--","--","--","00:29:57","00:30:05","--","--"
Running,2024-05-22 16:21:41,false,"Sydney Running","6.05","380","00:30:15","143","163","3.0","157","169","5:00","3:59","44","43","1.29","8.7","11.4","234","49.4% L / 50.6% R","4:55","341","0.0","324","453","4,670","--","No","00:00:12.3","7","--","30","15","41","00:30:05","00:30:15","43","56"
Running,2024-05-21 16:17:35,false,"Sydney - Anaerobic","8.40","543","00:47:00","141","172","3.2","148","191","5:36","2:31","47","48","1.20","8.4","9.9","259","49.5% L / 50.5% R","5:31","323","0.0","278","555","6,818","--","No","00:00:01.1","20","--","31","20","44","00:46:41","00:47:00","43","55"
Running,2024-05-20 16:52:33,false,"Sydney Running","5.47","340","00:26:03","147","162","3.0","159","171","4:46","3:56","43","40","1.34","9.2","12.6","233","49.5% L / 50.5% R","4:49","358","0.0","349","469","4,092","--","No","00:02:15.1","6","--","30","19","40","00:25:36","00:26:03","45","65"
Running,2024-05-19 16:32:12,false,"Sydney - Base","15.50","963","01:18:21","147","160","3.6","159","166","5:03","4:13","135","150","1.25","9.5","12.2","236","50.2% L / 49.8% R","5:01","331","0.0","327","471","12,346","--","No","00:00:21.0","17","--","30","20","39","01:18:16","01:18:21","42","66"
Treadmill Running,2024-05-18 18:20:38,false,"Treadmill Running","5.44","259","00:30:38","119","137","1.6","149","240","5:38","5:21","--","--","1.09","9.2","9.6","282","--","--","256","0.0","236","305","4,594","--","No","00:05:27.6","5","--","--","--","--","00:28:59","00:30:38","--","--"
Treadmill Running,2024-05-17 13:10:10,false,"Treadmill Running","5.22","267","00:28:14","123","144","2.1","149","240","5:25","4:00","--","--","1.12","9.2","9.9","282","--","--","262","0.0","244","411","4,204","--","No","00:02:40.5","5","--","--","--","--","00:26:39","00:28:14","--","--"
Running,2024-05-15 16:39:25,false,"Sydney Running","10.01","674","00:49:25","155","171","3.9","160","173","4:56","3:58","89","95","1.27","8.5","10.8","267","--","4:53","332","0.0","326","480","7,874","--","No","00:00:03.1","11","--","--","--","--","00:49:18","00:49:25","42","78"
Running,2024-05-14 16:54:12,false,"Sydney Running","5.04","312","00:20:33","166","180","3.4","163","171","4:05","3:27","42","18","1.50","7.7","11.9","214","47.8% L / 52.2% R","4:07","377","0.0","373","513","3,360","--","No","00:00:21.7","6","--","38","25","45","00:20:51","00:20:53","42","48"
Running,2024-05-13 16:57:31,false,"Sydney - VO2 Max","7.70","531","00:38:48","160","180","3.8","150","181","5:02","3:00","55","55","1.31","8.0","10.4","234","48.1% L / 51.9% R","4:58","345","0.0","302","493","5,700","--","No","00:01:00","20","--","35","24","49","00:38:19","00:38:48","45","55"
Treadmill Running,2024-05-12 17:21:23,false,"Base","10.00","615","00:49:20","145","163","3.4","157","170","4:56","4:59","--","--","1.12","9.2","10.2","282","--","--","270","0.0","269","313","7,714","--","No","00:04:15.3","9","--","--","--","--","00:49:06","00:49:20","--","--"
Treadmill Running,2024-05-11 21:22:13,false,"Treadmill Running","5.28","323","00:29:15","135","153","2.5","152","240","5:32","5:12","--","--","1.12","9.1","9.8","280","--","--","266","0.0","247","309","4,436","--","No","00:05:28.5","5","--","--","--","--","00:28:10","00:29:15","--","--"
Treadmill Running,2024-05-10 12:47:06,false,"Base","6.23","447","00:39:03","138","153","2.9","155","240","6:16","4:48","--","--","1.05","9.3","9.7","283","--","--","254","0.0","245","319","6,060","--","No","00:00:02.7","8","--","--","--","--","00:38:01","00:39:03","--","--"
Running,2024-05-09 16:31:37,false,"Sydney - Threshold","10.05","670","00:50:03","156","171","3.8","153","212","4:59","3:55","59","59","1.31","8.6","11.5","233","49.7% L / 50.3% R","4:56","345","0.0","322","480","7,578","--","No","00:00:03.3","12","--","35","20","44","00:48:24","00:50:03","44","56"
Treadmill Running,2024-05-08 22:02:27,false,"Treadmill Running","6.03","355","00:30:28","137","152","2.7","161","176","5:03","5:12","--","--","1.09","8.9","9.7","269","--","--","270","0.0","264","303","4,900","--","No","00:01:44.8","6","--","--","--","--","00:29:33","00:30:28","--","--"
Running,2024-05-06 16:45:22,false,"Sydney - Sprint","8.86","568","00:50:44","141","171","3.1","148","234","5:43","2:07","68","69","1.16","9.0","10.3","254","49.7% L / 50.3% R","5:40","322","0.0","280","850","7,354","--","No","00:00:01.6","24","--","32","15","42","00:50:41","00:50:44","43","56"
Treadmill Running,2024-05-05 17:31:13,false,"Treadmill Running","15.12","856","01:29:50","134","148","2.9","147","195","5:57","5:22","--","--","1.06","9.4","9.7","288","--","--","250","0.0","230","307","13,228","--","No","00:05:02.4","14","--","--","--","--","01:23:17","01:29:50","--","--"
Treadmill Running,2024-05-04 17:48:20,false,"Base","7.44","423","00:39:04","133","150","2.7","154","240","5:15","3:48","--","--","1.10","9.1","9.9","280","--","--","264","0.0","253","424","5,988","--","No","00:00:03.7","8","--","--","--","--","00:37:26","00:39:04","--","--"
Treadmill Running,2024-05-03 13:34:56,false,"Recovery","5.43","356","00:32:10","136","147","2.4","158","170","5:56","5:12","--","--","1.07","9.3","10.0","283","--","--","261","0.0","259","291","5,064","--","No","00:04:09.8","6","--","--","--","--","00:32:01","00:32:10","--","--"
Treadmill Running,2024-05-02 13:26:12,false,"Base","6.46","398","00:37:09","134","148","2.6","149","228","5:45","5:25","--","--","1.07","9.4","9.8","286","--","--","253","0.0","238","298","5,590","--","No","00:00:09.5","7","--","--","--","--","00:35:35","00:37:09","--","--"
Running,2024-05-01 17:10:35,true,"5k 21:36","5.03","316","00:21:40","163","182","3.4","157","225","4:18","2:55","43","43","1.47","7.9","11.7","221","48.4% L / 51.6% R","4:17","387","0.0","366","591","3,332","--","No","00:00:04","6","--","38","19","46","00:21:22","00:21:40","42","54"
Running,2024-04-30 16:35:39,false,"Sydney - Threshold","9.64","615","00:50:02","149","173","3.6","148","213","5:11","3:34","80","79","1.29","8.4","10.9","245","49.4% L / 50.6% R","5:05","351","0.0","311","511","7,278","--","No","00:00:02.2","17","--","33","14","46","00:48:22","00:50:02","40","55"
Treadmill Running,2024-04-29 13:19:32,false,"Treadmill Running","15.00","928","01:31:49","135","150","3.0","151","160","6:07","5:34","--","--","1.02","9.7","9.8","295","--","--","244","0.0","238","295","13,804","--","No","00:00:25.8","15","--","--","--","--","01:30:11","01:31:49","--","--"
Treadmill Running,2024-04-27 18:25:53,false,"Treadmill Running","7.25","372","00:43:38","126","134","2.1","141","249","6:01","5:37","--","--","1.04","9.7","10.0","298","--","--","240","0.0","222","290","5,686","--","No","00:06:12.3","6","--","--","--","--","00:36:54","00:40:39","--","--"
Treadmill Running,2024-04-26 13:54:38,false,"Base","5.47","350","00:32:09","132","146","2.5","156","180","5:53","5:28","--","--","1.09","9.3","10.1","285","--","--","264","0.0","262","294","4,988","--","No","00:00:09.1","7","--","--","--","--","00:31:54","00:32:09","--","--"
Treadmill Running,2024-04-25 17:20:49,false,"Threshold","8.41","501","00:45:14","143","171","3.2","143","202","5:23","4:02","--","--","1.23","9.2","11.5","240","49.5% L / 50.5% R","--","313","0.0","276","399","6,342","--","No","00:00:13.9","13","--","32","15","43","00:40:49","00:45:14","--","--"
Treadmill Running,2024-04-23 17:10:35,false,"Treadmill Running","6.60","389","00:39:36","129","143","2.3","147","244","6:00","4:04","--","--","1.06","9.4","9.6","287","--","--","247","0.0","227","391","5,888","--","No","00:06:01.9","6","--","--","--","--","00:37:10","00:39:36","--","--"
Running,2024-04-22 17:06:26,false,"Sydney Running","5.01","308","00:24:37","144","161","2.9","159","165","4:55","3:56","40","52","1.29","9.4","12.3","235","49.8% L / 50.2% R","4:53","345","0.0","337","449","3,862","--","No","00:00:03.1","6","--","28","17","46","00:24:35","00:24:37","44","62"
Running,2024-04-21 16:45:24,false,"Sydney - Base","7.06","435","00:36:29","142","156","3.0","156","165","5:10","3:55","51","51","1.26","9.3","11.9","237","49.7% L / 50.3% R","5:03","335","0.0","320","445","5,620","--","No","00:00:28.6","8","--","25","12","36","00:36:12","00:36:33","43","56"
Running,2024-04-20 16:03:43,false,"Sydney - Anaerobic","8.86","560","00:50:04","139","169","3.1","146","219","5:39","2:48","62","60","1.21","8.7","10.3","252","49.3% L / 50.7% R","5:33","331","0.0","285","607","7,126","--","No","00:00:03.8","19","--","27","12","40","00:48:43","00:50:04","42","55"
Treadmill Running,2024-04-19 13:32:02,false,"Base","7.24","441","00:36:42","142","158","3.2","154","162","5:04","5:22","--","--","1.11","9.3","10.3","286","--","--","267","0.0","262","304","5,618","--","No","00:00:42.1","8","--","--","--","--","00:36:02","00:36:42","--","--"
Running,2024-04-17 17:23:59,false,"Sydney Running","5.02","314","00:24:49","149","163","3.0","156","167","4:57","3:49","41","45","1.30","8.7","11.5","240","49.8% L / 50.2% R","4:53","346","0.0","325","472","3,806","--","No","00:00:08.2","6","--","32","16","42","00:24:48","00:24:49","43","63"
Running,2024-04-16 17:07:48,false,"Sydney - Threshold","8.63","547","00:42:04","155","174","3.7","158","170","4:52","3:46","68","68","1.30","8.6","11.5","233","49.9% L / 50.1% R","4:49","346","0.0","328","494","6,548","--","No","00:00:04.4","11","--","34","14","49","00:41:56","00:42:04","42","57"
Running,2024-04-15 17:15:44,false,"Sydney Running","10.05","621","00:52:26","144","159","3.2","160","175","5:13","4:17","87","88","1.21","9.9","12.3","230","50.4% L / 49.6% R","5:10","325","0.0","319","427","8,324","--","No","00:00:24.3","11","--","25","12","37","00:52:12","00:52:26","41","63"
Treadmill Running,2024-04-14 22:17:35,false,"Recovery","6.88","353","00:38:11","129","144","2.3","144","245","5:33","5:31","--","--","1.06","9.4","9.4","293","--","--","242","0.0","220","295","5,502","--","No","00:01:12.0","7","--","--","--","--","00:36:48","00:38:11","--","--"
Running,2024-04-13 17:31:15,false,"Sydney Running","5.06","320","00:25:15","149","166","3.0","160","167","4:59","4:18","37","41","1.26","9.3","12.0","229","49.9% L / 50.1% R","4:56","335","0.0","326","436","3,988","--","No","00:00:39.6","6","--","30","14","39","00:25:08","00:25:15","42","55"
Treadmill Running,2024-04-12 11:10:05,false,"Threshold","7.83","530","00:49:04","143","165","3.2","139","238","6:16","3:34","--","--","1.17","10.2","11.8","246","49.0% L / 51.0% R","--","295","0.0","258","374","6,672","--","No","00:00:03.8","11","--","31","17","41","00:44:27","00:49:04","--","--"
Treadmill Running,2024-04-11 18:16:32,false,"Treadmill Running","6.15","347","00:30:39","137","151","2.7","155","225","4:59","5:14","--","--","1.15","9.1","10.4","282","--","--","276","0.0","273","310","4,742","--","No","00:02:36.4","6","--","--","--","--","00:30:13","00:30:39","--","--"
Treadmill Running,2024-04-10 13:07:20,false,"Threshold","9.13","570","00:50:09","145","169","3.2","139","244","5:30","4:24","--","--","1.20","10.2","12.2","236","48.5% L / 51.5% R","--","301","0.0","266","368","6,820","--","No","00:00:09.1","16","--","33","20","47","00:44:04","00:50:09","--","--"
Treadmill Running,2024-04-09 13:04:11,false,"Threshold","7.96","458","00:41:52","141","167","3.1","145","233","5:16","4:13","--","--","1.21","9.5","11.6","233","49.0% L / 51.0% R","--","309","0.0","275","424","5,926","--","No","00:01:46.4","9","--","31","14","39","00:38:00","00:41:52","--","--"
Treadmill Running,2024-04-08 10:25:15,false,"Base","6.31","377","00:36:11","135","151","2.7","146","192","5:44","4:42","--","--","1.13","9.1","10.1","281","--","--","265","0.0","243","344","5,244","--","No","00:00:11.2","7","--","--","--","--","00:33:12","00:36:11","--","--"
Treadmill Running,2024-04-07 13:41:44,false,"Threshold","7.67","462","00:45:09","140","169","3.1","139","240","5:53","3:57","--","--","1.23","9.0","11.2","244","47.6% L / 52.4% R","--","308","0.0","260","390","6,176","--","No","00:00:09.4","13","--","31","13","43","00:40:01","00:45:09","--","--"
Treadmill Running,2024-04-06 10:58:33,false,"Recovery","5.03","271","00:28:16","127","145","2.2","152","163","5:37","5:24","--","--","1.09","9.3","9.8","285","--","--","258","0.0","245","304","4,288","--","No","00:00:15.8","6","--","--","--","--","00:27:19","00:28:16","--","--"
Treadmill Running,2024-04-05 13:13:56,false,"Base","6.42","324","00:36:04","126","150","2.0","148","167","5:37","5:23","--","--","1.07","9.3","9.7","288","--","--","251","0.0","231","306","5,368","--","No","00:00:04.1","7","--","--","--","--","00:33:59","00:36:04","--","--"
Treadmill Running,2024-04-04 13:44:46,false,"Treadmill Running","3.45","205","00:21:22","126","137","1.9","151","158","6:12","5:37","--","--","1.09","9.5","10.2","294","--","--","256","0.0","249","292","3,164","--","No","00:02:57.0","4","--","--","--","--","00:20:57","00:21:22","--","--"
Running,2024-04-03 09:43:05,false,"Sydney - Sprint","3.17","275","00:29:22","130","165","2.1","105","230","9:16","2:08","17","12","1.02","8.5","8.2","290","49.0% L / 51.0% R","9:09","248","0.0","161","707","2,942","--","No","00:00:05.7","17","--","29","18","37","00:22:09","00:29:22","44","55"
Running,2024-04-03 09:28:17,false,"Sprint","2.40","157","00:14:11","137","157","2.1","145","208","5:55","4:31","--","--","1.18","10.3","12.3","233","48.7% L / 51.3% R","--","291","0.0","268","385","2,002","--","No","00:02:51.2","3","--","29","15","38","00:12:55","00:14:11","--","--"
Treadmill Running,2024-04-02 13:25:14,false,"Base","5.31","338","00:36:31","127","142","2.1","144","250","6:53","3:43","--","--","1.07","9.4","9.6","290","--","--","246","0.0","224","439","5,250","--","No","00:00:31.1","7","--","--","--","--","00:34:12","00:36:31","--","--"
Running,2024-04-01 19:03:45,false,"Sydney - Anaerobic","6.90","461","00:40:27","144","176","2.9","147","188","5:52","2:20","39","38","1.15","10.1","11.3","257","48.5% L / 51.5% R","5:50","327","0.0","284","659","5,816","--","No","00:00:40","21","--","27","11","41","00:40:04","00:40:27","44","56"
Treadmill Running,2024-03-31 13:00:17,false,"Treadmill Running","11.69","686","01:17:58","128","147","2.4","138","240","6:40","4:10","--","--","1.03","9.6","9.9","296","--","--","243","0.0","222","393","10,674","--","No","00:06:10.6","11","--","--","--","--","01:09:24","01:17:58","--","--"
Treadmill Running,2024-03-30 16:30:21,false,"Base","6.65","370","00:39:06","129","144","2.3","144","225","5:53","5:15","--","--","1.13","9.2","9.9","290","--","--","260","0.0","236","313","5,520","--","No","00:00:05.9","7","--","--","--","--","00:36:46","00:39:06","--","--"
Treadmill Running,2024-03-28 22:38:22,false,"Base","15.01","979","01:21:26","148","158","3.8","152","165","5:26","5:11","--","--","1.12","9.2","10.3","287","--","--","271","0.0","265","315","12,288","--","No","00:01:57.1","15","--","--","--","--","01:19:10","01:21:26","--","--"
Treadmill Running,2024-03-27 13:21:44,false,"Threshold","6.80","487","00:44:02","146","176","3.2","130","250","6:28","4:05","--","--","1.19","9.6","11.6","250","48.1% L / 51.9% R","--","303","0.0","246","412","5,604","--","No","00:00:00.7","15","--","33","14","46","00:38:00","00:44:02","--","--"
Treadmill Running,2024-03-26 13:49:12,false,"Base","6.05","379","00:39:09","129","147","2.3","147","210","6:28","4:48","--","--","1.13","9.2","10.0","287","--","--","264","0.0","242","331","5,756","--","No","00:00:08.6","8","--","--","--","--","00:36:03","00:39:09","--","--"
Treadmill Running,2024-03-25 22:37:28,false,"Base","6.73","379","00:39:03","130","146","2.4","142","163","5:48","5:16","--","--","1.14","9.1","10.0","287","--","--","262","0.0","235","315","5,516","--","No","00:00:02.8","7","--","--","--","--","00:35:17","00:39:03","--","--"
Running,2024-03-24 10:25:28,false,"Sydney - Sprint","6.38","434","00:44:20","130","161","2.5","130","252","6:57","2:12","40","36","1.11","9.3","10.0","264","49.0% L / 51.0% R","6:48","284","0.0","233","685","5,604","--","No","00:00:10","19","--","27","15","38","00:39:48","00:44:20","43","55"
Treadmill Running,2024-03-23 14:06:17,false,"Threshold","7.37","447","00:45:06","136","162","2.9","137","208","6:07","4:08","--","--","1.20","10.0","12.0","245","48.3% L / 51.7% R","--","310","0.0","265","408","6,024","--","No","00:00:06.2","13","--","29","15","43","00:40:15","00:45:06","--","--"
Treadmill Running,2024-03-22 12:50:59,false,"Base","6.19","380","00:42:14","126","142","2.2","140","243","6:49","3:45","--","--","1.12","9.3","9.9","292","--","--","257","0.0","230","445","5,852","--","No","00:00:38.5","8","--","--","--","--","00:38:25","00:42:14","--","--"
Treadmill Running,2024-03-21 10:34:31,false,"Threshold","5.28","417","00:36:50","141","169","3.0","139","243","6:59","4:13","--","--","1.07","9.0","9.3","283","--","--","256","0.0","219","395","5,058","--","No","00:00:02.9","8","--","--","--","--","00:33:50","00:36:50","--","--"
Treadmill Running,2024-03-20 10:43:39,false,"Base","5.72","434","00:39:45","137","151","2.7","142","233","6:57","3:51","--","--","1.11","9.4","9.7","295","--","--","251","0.0","225","431","5,604","--","No","00:00:45.2","7","--","--","--","--","00:36:40","00:39:45","--","--"
Treadmill Running,2024-03-19 13:28:15,false,"Threshold","7.46","509","00:45:11","146","171","3.3","137","255","6:03","4:12","--","--","1.23","9.8","12.1","245","48.1% L / 51.9% R","--","313","0.0","266","398","6,020","--","No","00:00:11.4","13","--","32","19","44","00:40:33","00:45:11","--","--"
